"name","company","gender","age","age_groups","bookings_cnt","total_spending","users_seg","first_booking_date","latest_booking_date","life_span_years","recency_in_years","avg_booking_value","avg_yearly_spend"
"Demarcus Vaughan","Acme Factory","n/a",25,"20-29","6","16739.07","New","2019-09-26","2020-01-09","0.29","5.19","2789.85","16739.07"
"Christina Pedersen","Wonka Company","n/a",35,"30-39","7","16599.78","New","2019-09-26","2020-03-19","0.48","5.00","2371.40","16599.78"
"Alberto Hamner","4You","Male",24,"20-29","6","16534.39","New","2019-10-17","2020-01-23","0.27","5.15","2755.73","16534.39"
"Leopoldo Ensign","Wonka Company","n/a",52,"50-59","7","16456.89","New","2019-10-03","2020-03-19","0.46","5.00","2350.98","16456.89"
"Frances Kendall","Monsters CYA","Female",34,"30-39","7","16358.06","New","2019-09-26","2019-12-05","0.19","5.28","2336.87","16358.06"
"Arthur Hoag","4You","Male",31,"30-39","7","16295.06","New","2019-09-26","2020-01-02","0.27","5.21","2327.87","16295.06"
"Carol Dixon","4You","Female",23,"20-29","7","16200.58","New","2019-10-03","2020-01-16","0.29","5.17","2314.37","16200.58"
"Jacqueline Pratt","Wonka Company","n/a",54,"50-59","8","16070.39","New","2019-10-10","2020-06-18","0.69","4.75","2008.80","16070.39"
"Angela Davis","Wonka Company","n/a",42,"40-49","7","15958.24","New","2019-10-03","2020-01-16","0.29","5.17","2279.75","15958.24"
"Robert Avila","Acme Factory","Male",54,"50-59","7","15945.64","New","2019-10-17","2020-03-19","0.42","5.00","2277.95","15945.64"
"Anthony Briney","4You","n/a",25,"20-29","7","15935.64","New","2019-10-10","2020-02-27","0.38","5.05","2276.52","15935.64"
"David Mankey","Umbrella LTDA","Male",49,"40-49","7","15903.17","New","2019-10-24","2020-03-19","0.40","5.00","2271.88","15903.17"
"Lisa Natera","4You","Female",35,"30-39","6","15827.92","New","2019-09-26","2019-12-19","0.23","5.25","2637.99","15827.92"
"Tom Floyd","4You","n/a",48,"40-49","7","15797.24","New","2019-10-24","2020-04-09","0.46","4.94","2256.75","15797.24"
"Victor Tribbett","4You","n/a",25,"20-29","8","15443.76","New","2019-12-26","2020-06-04","0.44","4.79","1930.47","15443.76"
"Milton Thompson","Umbrella LTDA","Male",61,"60-69","6","15437.04","New","2019-10-17","2020-01-09","0.23","5.19","2572.84","15437.04"
"Louis Peck","4You","n/a",41,"40-49","7","15311.60","New","2019-09-26","2020-03-26","0.50","4.98","2187.37","15311.60"
"Carol Wright","Umbrella LTDA","n/a",36,"30-39","5","15268.89","New","2019-10-17","2019-11-21","0.10","5.32","3053.78","15268.89"
"Antonio Sanchez","Wonka Company","n/a",64,"60-69","7","15133.03","New","2019-09-26","2020-04-30","0.59","4.88","2161.86","15133.03"
"Therese Behne","Wonka Company","Female",59,"50-59","6","15107.09","New","2019-11-14","2020-02-20","0.27","5.07","2517.85","15107.09"
"Marion Deleon","Acme Factory","Female",26,"20-29","5","15034.93","New","2019-10-03","2020-01-09","0.27","5.19","3006.99","15034.93"
"Dian Houde","4You","n/a",65,"60-69","6","15012.07","New","2019-09-26","2020-04-30","0.59","4.88","2502.01","15012.07"
"Ruth Nava","4You","Female",58,"50-59","8","14907.85","New","2019-10-24","2020-04-02","0.44","4.96","1863.48","14907.85"
"Emerson Martindale","4You","Male",41,"40-49","5","14890.55","New","2019-10-03","2020-03-26","0.48","4.98","2978.11","14890.55"
"Naomi Varner","Acme Factory","Female",58,"50-59","7","14883.49","New","2019-10-03","2020-05-28","0.65","4.81","2126.21","14883.49"
"Rachael Moore","4You","n/a",56,"50-59","7","14784.90","New","2019-10-31","2020-02-27","0.33","5.05","2112.13","14784.90"
"Robert Fulcher","Umbrella LTDA","Male",25,"20-29","6","14562.43","New","2020-03-05","2020-05-07","0.17","4.86","2427.07","14562.43"
"Richard Gomez","4You","Male",56,"50-59","5","14549.59","New","2019-10-03","2020-02-27","0.40","5.05","2909.92","14549.59"
"Carolyn Miller","4You","Female",39,"30-39","7","14510.55","New","2019-10-10","2020-07-16","0.77","4.67","2072.94","14510.55"
"Gabriel Davis","4You","n/a",21,"20-29","6","14252.62","New","2019-10-10","2020-01-30","0.31","5.13","2375.44","14252.62"
"Claude Hiatt","Acme Factory","Male",24,"20-29","6","14247.74","New","2019-09-26","2019-11-21","0.15","5.32","2374.62","14247.74"
"Patrick Warfield","Umbrella LTDA","Male",58,"50-59","6","14069.64","New","2019-10-24","2020-03-19","0.40","5.00","2344.94","14069.64"
"Keith Sherman","4You","Male",35,"30-39","5","13830.17","New","2019-12-26","2020-02-27","0.17","5.05","2766.03","13830.17"
"Ellen Hanks","4You","Female",43,"40-49","6","13767.23","New","2019-11-14","2020-01-16","0.17","5.17","2294.54","13767.23"
"Major Girard","Monsters CYA","Male",31,"30-39","5","13665.03","New","2019-10-03","2020-03-19","0.46","5.00","2733.01","13665.03"
"Janet Vaness","4You","n/a",24,"20-29","7","13453.40","New","2019-10-03","2020-07-02","0.75","4.71","1921.91","13453.40"
"Jodi Norton","4You","n/a",37,"30-39","5","13451.48","New","2019-10-17","2019-12-12","0.15","5.27","2690.30","13451.48"
"Robert Toney","4You","Male",65,"60-69","5","13211.32","New","2019-10-03","2019-12-05","0.17","5.28","2642.26","13211.32"
"Lavinia Hankey","Wonka Company","Female",32,"30-39","6","12921.85","New","2019-10-10","2020-04-16","0.52","4.92","2153.64","12921.85"
"Francis Ferry","Acme Factory","n/a",34,"30-39","5","12840.82","New","2019-10-17","2020-01-16","0.25","5.17","2568.16","12840.82"
"Lisa Castro","Wonka Company","Female",25,"20-29","5","12837.45","New","2019-10-03","2019-12-12","0.19","5.27","2567.49","12837.45"
"Ronald Foley","Wonka Company","Male",63,"60-69","7","12670.08","New","2019-09-26","2019-12-19","0.23","5.25","1810.01","12670.08"
"Tina Lancaster","Umbrella LTDA","Female",60,"60-69","4","12664.41","New","2019-10-10","2019-12-19","0.19","5.25","3166.10","12664.41"
"Kerri Jones","Monsters CYA","Female",57,"50-59","6","12644.22","New","2019-10-03","2020-01-23","0.31","5.15","2107.37","12644.22"
"John Moroney","Umbrella LTDA","Male",34,"30-39","5","12051.67","New","2019-10-10","2019-12-26","0.21","5.23","2410.33","12051.67"
"Eric Singleton","Wonka Company","n/a",46,"40-49","5","11992.69","New","2019-09-26","2019-12-26","0.25","5.23","2398.54","11992.69"
"George Mohn","Acme Factory","n/a",44,"40-49","4","11776.99","New","2019-10-31","2019-12-12","0.12","5.27","2944.25","11776.99"
"James Lubin","Wonka Company","Male",54,"50-59","5","11555.72","New","2019-10-10","2019-12-19","0.19","5.25","2311.14","11555.72"
"Clifford Fagen","4You","Male",63,"60-69","4","11410.30","New","2019-10-03","2020-01-16","0.29","5.17","2852.58","11410.30"
"Tony Lilly","Wonka Company","n/a",28,"20-29","5","11276.66","New","2019-09-26","2019-12-05","0.19","5.28","2255.33","11276.66"
"Heike Wilson","4You","n/a",30,"30-39","5","10951.85","New","2019-12-26","2020-05-21","0.40","4.82","2190.37","10951.85"
"Shaun Bell","Acme Factory","n/a",36,"30-39","4","10740.23","New","2019-09-26","2019-11-14","0.13","5.34","2685.06","10740.23"
"Ruby Lewis","Monsters CYA","Female",31,"30-39","5","10620.40","New","2019-10-03","2019-11-21","0.13","5.32","2124.08","10620.40"
"Tracy Brown","Monsters CYA","Female",44,"40-49","5","10575.24","New","2019-10-10","2019-12-19","0.19","5.25","2115.05","10575.24"
"Keely Rice","Wonka Company","Female",25,"20-29","6","10509.19","New","2019-10-10","2019-11-14","0.10","5.34","1751.53","10509.19"
"Carol Bogdan","Acme Factory","n/a",33,"30-39","4","10452.02","New","2019-09-26","2019-10-24","0.08","5.40","2613.01","10452.02"
"April Miller","4You","Female",46,"40-49","4","10384.36","New","2019-09-26","2019-10-31","0.10","5.38","2596.09","10384.36"
"Alicia Gilchrist","Umbrella LTDA","Female",62,"60-69","4","10374.13","New","2019-10-17","2020-01-09","0.23","5.19","2593.53","10374.13"
"Mitchell Goss","4You","Male",45,"40-49","4","10100.38","New","2019-10-10","2020-01-02","0.23","5.21","2525.10","10100.38"
"Suzanne Thomas","Wonka Company","n/a",36,"30-39","4","9934.36","New","2019-10-10","2019-11-21","0.12","5.32","2483.59","9934.36"
"Bertha Garcia","Acme Factory","Female",28,"20-29","4","9846.10","New","2019-11-14","2020-01-23","0.19","5.15","2461.53","9846.10"
"Paul Torres","Monsters CYA","n/a",60,"60-69","4","9752.51","New","2019-09-26","2020-01-09","0.29","5.19","2438.13","9752.51"
"Joseph Turner","Umbrella LTDA","Male",57,"50-59","3","9697.69","New","2019-10-17","2019-12-26","0.19","5.23","3232.56","9697.69"
"Robert Terrell","Monsters CYA","Male",47,"40-49","3","9688.05","New","2019-10-31","2019-11-21","0.06","5.32","3229.35","9688.05"
"Tammy Lechuga","Monsters CYA","n/a",51,"50-59","3","9515.20","New","2019-10-24","2019-11-28","0.10","5.30","3171.73","9515.20"
"Micheal Blakely","Wonka Company","Male",43,"40-49","4","9466.75","New","2019-09-26","2020-01-02","0.27","5.21","2366.69","9466.75"
"Sabrina Chance","4You","Female",53,"50-59","5","9463.49","New","2019-11-21","2020-01-23","0.17","5.15","1892.70","9463.49"
"William Johnson","Wonka Company","Male",50,"50-59","5","9426.49","New","2019-12-05","2020-02-20","0.21","5.07","1885.30","9426.49"
"Natalie Miller","Wonka Company","n/a",43,"40-49","5","9410.85","New","2020-01-23","2020-04-16","0.23","4.92","1882.17","9410.85"
"Elke Cavallaro","Acme Factory","Female",31,"30-39","3","9039.95","New","2019-09-26","2019-10-24","0.08","5.40","3013.32","9039.95"
"Ivan Henton","Acme Factory","Male",32,"30-39","3","9029.32","New","2019-10-03","2019-11-07","0.10","5.36","3009.77","9029.32"
"Audrey Atwood","4You","Female",30,"30-39","4","8920.23","New","2019-10-10","2020-01-02","0.23","5.21","2230.06","8920.23"
"Henry Burkhard","4You","Male",46,"40-49","3","8482.10","New","2019-11-07","2019-11-28","0.06","5.30","2827.37","8482.10"
"Gregory Clay","Acme Factory","Male",59,"50-59","4","8313.55","New","2019-09-26","2019-10-24","0.08","5.40","2078.39","8313.55"
"Myrtle Johnson","Umbrella LTDA","Female",31,"30-39","4","8194.59","New","2019-10-17","2020-01-02","0.21","5.21","2048.65","8194.59"
"Beth Bloodsaw","Acme Factory","Female",43,"40-49","4","8157.18","New","2019-09-26","2019-12-12","0.21","5.27","2039.30","8157.18"
"Linda Thompson","4You","n/a",53,"50-59","3","8152.37","New","2020-03-19","2020-04-09","0.06","4.94","2717.46","8152.37"
"Steven Colon","Monsters CYA","Male",31,"30-39","3","7964.11","New","2019-10-17","2019-12-05","0.13","5.28","2654.70","7964.11"
"Arlene Suk","Acme Factory","Female",25,"20-29","3","7932.62","New","2019-10-17","2020-02-06","0.31","5.11","2644.21","7932.62"
"Teresa Banister","4You","n/a",29,"20-29","3","7926.34","New","2019-10-24","2019-12-05","0.12","5.28","2642.11","7926.34"
"Alberta Bornhorst","4You","Female",59,"50-59","4","7769.59","New","2019-10-31","2019-12-12","0.12","5.27","1942.40","7769.59"
"Marie Bowyer","4You","Female",30,"30-39","3","7722.23","New","2019-09-26","2019-10-31","0.10","5.38","2574.08","7722.23"
"Kevin Chiang","Wonka Company","Male",52,"50-59","3","7691.83","New","2019-09-26","2019-10-31","0.10","5.38","2563.94","7691.83"
"Kathryn Fegley","4You","n/a",41,"40-49","3","7280.01","New","2019-10-17","2019-11-14","0.08","5.34","2426.67","7280.01"
"Justin Emmons","Monsters CYA","Male",31,"30-39","3","7224.26","New","2019-10-10","2020-02-13","0.35","5.09","2408.09","7224.26"
"Emery Bradford","4You","n/a",44,"40-49","3","7209.18","New","2019-09-26","2019-10-10","0.04","5.44","2403.06","7209.18"
"John Harris","Wonka Company","Male",22,"20-29","3","7186.15","New","2019-09-26","2019-11-21","0.15","5.32","2395.38","7186.15"
"Eric Starkey","Acme Factory","Male",47,"40-49","2","7060.71","New","2019-10-10","2019-10-17","0.02","5.42","3530.36","7060.71"
"Danny Henderson","Umbrella LTDA","Male",32,"30-39","3","6829.43","New","2019-10-24","2019-11-21","0.08","5.32","2276.48","6829.43"
"Peter Moon","4You","Male",39,"30-39","2","6609.08","New","2019-09-26","2019-10-10","0.04","5.44","3304.54","6609.08"
"Margaret Morley","4You","Female",63,"60-69","3","6582.94","New","2019-09-26","2019-10-24","0.08","5.40","2194.31","6582.94"
"Shirley Blacklock","4You","Female",36,"30-39","2","6430.58","New","2019-09-26","2019-11-14","0.13","5.34","3215.29","6430.58"
"Deborah Ryan","Wonka Company","Female",35,"30-39","3","6392.88","New","2019-09-26","2019-10-24","0.08","5.40","2130.96","6392.88"
"Danny Ramos","Acme Factory","n/a",64,"60-69","2","6319.44","New","2019-10-10","2019-10-17","0.02","5.42","3159.72","6319.44"
"Robert Pratt","Monsters CYA","Male",28,"20-29","2","6176.80","New","2019-10-10","2019-10-24","0.04","5.40","3088.40","6176.80"
"Anthony Watson","Monsters CYA","Male",53,"50-59","2","5917.62","New","2019-09-26","2019-10-31","0.10","5.38","2958.81","5917.62"
"Kristopher Runyon","4You","Male",25,"20-29","2","5764.76","New","2019-09-26","2019-10-17","0.06","5.42","2882.38","5764.76"
"Robin Greek","4You","Female",65,"60-69","2","5740.05","New","2019-10-03","2019-10-17","0.04","5.42","2870.03","5740.05"
"Juan Flood","Acme Factory","Male",35,"30-39","2","5636.04","New","2019-10-10","2019-10-17","0.02","5.42","2818.02","5636.04"
"Denise Newton","4You","n/a",27,"20-29","3","5548.42","New","2019-10-03","2019-11-28","0.15","5.30","1849.47","5548.42"
"Larry Faron","4You","Male",24,"20-29","2","5466.66","New","2019-11-07","2019-11-28","0.06","5.30","2733.33","5466.66"
"Bill Wright","Umbrella LTDA","Male",37,"30-39","3","5428.17","New","2019-10-31","2020-01-02","0.17","5.21","1809.39","5428.17"
"Charles Smalley","Umbrella LTDA","n/a",26,"20-29","2","5378.96","New","2019-09-26","2019-11-07","0.12","5.36","2689.48","5378.96"
"Carol Tinkham","4You","n/a",35,"30-39","2","5152.16","New","2019-10-03","2019-10-10","0.02","5.44","2576.08","5152.16"
"Jennifer Cargo","Monsters CYA","Female",22,"20-29","3","5134.17","New","2019-09-26","2019-10-31","0.10","5.38","1711.39","5134.17"
"James Potts","Acme Factory","Male",52,"50-59","2","4938.53","New","2019-10-24","2019-10-31","0.02","5.38","2469.27","4938.53"
"Melissa Morrison","Acme Factory","Female",61,"60-69","2","4757.34","New","2019-09-26","2019-10-17","0.06","5.42","2378.67","4757.34"
"Margaret Stewart","Wonka Company","n/a",56,"50-59","3","4305.82","New","2019-09-26","2019-11-07","0.12","5.36","1435.27","4305.82"
"Brian Morales","Wonka Company","Male",56,"50-59","2","4197.62","New","2019-09-26","2019-10-03","0.02","5.46","2098.81","4197.62"
"Brenda Alvarado","4You","n/a",45,"40-49","2","4020.00","New","2019-10-03","2019-10-17","0.04","5.42","2010.00","4020.00"
"William Anderson","Acme Factory","Male",59,"50-59","1","3835.90","New","2019-09-26","2019-09-26","0.00","5.48","3835.90","3835.90"
"Rita Field","Monsters CYA","Female",49,"40-49","1","3674.04","New","2019-10-03","2019-10-03","0.00","5.46","3674.04","3674.04"
"Viola Agosta","Umbrella LTDA","Female",52,"50-59","1","3654.63","New","2019-10-03","2019-10-03","0.00","5.46","3654.63","3654.63"
"Sandra Mitchell","4You","n/a",30,"30-39","2","3611.68","New","2019-09-26","2019-10-31","0.10","5.38","1805.84","3611.68"
"Jenell Torbus","4You","Female",39,"30-39","2","3449.45","New","2019-09-26","2019-10-03","0.02","5.46","1724.73","3449.45"
"William Jemmott","4You","Male",21,"20-29","1","3244.45","New","2019-09-26","2019-09-26","0.00","5.48","3244.45","3244.45"
"Tanya Mcmillan","Monsters CYA","n/a",32,"30-39","1","3193.56","New","2019-10-17","2019-10-17","0.00","5.42","3193.56","3193.56"
"Jonathan Ferguson","Acme Factory","n/a",40,"40-49","1","3156.66","New","2019-09-26","2019-09-26","0.00","5.48","3156.66","3156.66"
"Joseph Holsten","4You","Male",37,"30-39","2","3121.41","New","2019-10-03","2019-10-17","0.04","5.42","1560.71","3121.41"
"Kim Shores","Umbrella LTDA","Female",40,"40-49","1","3110.12","New","2019-10-10","2019-10-10","0.00","5.44","3110.12","3110.12"
"Robert Scroggs","Acme Factory","n/a",44,"40-49","1","3055.77","New","2019-10-03","2019-10-03","0.00","5.46","3055.77","3055.77"
"Dustin Owens","4You","Male",51,"50-59","1","2738.48","New","2019-10-31","2019-10-31","0.00","5.38","2738.48","2738.48"
"Bobby Alex","Monsters CYA","Male",30,"30-39","2","2629.83","New","2019-09-26","2019-10-10","0.04","5.44","1314.92","2629.83"
"Ronald Pierson","Wonka Company","Male",34,"30-39","1","2594.29","New","2019-10-17","2019-10-17","0.00","5.42","2594.29","2594.29"
"Linda Cunningham","Wonka Company","Female",55,"50-59","1","2461.00","New","2019-10-17","2019-10-17","0.00","5.42","2461.00","2461.00"
"Dolores Chambers","Acme Factory","Female",55,"50-59","1","2456.31","New","2019-10-03","2019-10-03","0.00","5.46","2456.31","2456.31"
"Randall Vanhoose","Umbrella LTDA","Male",39,"30-39","1","2319.31","New","2019-10-03","2019-10-03","0.00","5.46","2319.31","2319.31"
"Mary Benton","Acme Factory","n/a",54,"50-59","1","2203.24","New","2019-10-03","2019-10-03","0.00","5.46","2203.24","2203.24"
"Mike Grimmett","Wonka Company","Male",50,"50-59","1","2120.46","New","2019-10-03","2019-10-03","0.00","5.46","2120.46","2120.46"
"Charles Horsley","Monsters CYA","n/a",38,"30-39","1","1935.43","New","2019-11-28","2019-11-28","0.00","5.30","1935.43","1935.43"
"Anita Smothers","Monsters CYA","Female",48,"40-49","1","1845.86","New","2019-09-26","2019-09-26","0.00","5.48","1845.86","1845.86"
"Myrtle Churchill","Wonka Company","Female",51,"50-59","1","1642.55","New","2019-09-26","2019-09-26","0.00","5.48","1642.55","1642.55"
"Nicole Conroy","Umbrella LTDA","Female",32,"30-39","1","1550.95","New","2019-10-03","2019-10-03","0.00","5.46","1550.95","1550.95"
"Theresa Smith","Acme Factory","Female",43,"40-49","1","1490.56","New","2019-11-28","2019-11-28","0.00","5.30","1490.56","1490.56"
"Bonnie Martinez","4You","Female",49,"40-49","1","1399.34","New","2019-11-28","2019-11-28","0.00","5.30","1399.34","1399.34"
"John Isaksen","Wonka Company","Male",23,"20-29","1","1061.25","New","2019-10-10","2019-10-10","0.00","5.44","1061.25","1061.25"
